17344, 18992
33653, 36652
52774, 57320
71147, 77249
84177, 90972
101076, 109570
116376, 126084
132156, 148794
141098, 162078
159233, 180235
170424, 193893
193487, 210867
226263, 300417
231934, 261136
232559, 269838
243179, 276615
254559, 293972
269102, 308730
281017, 318550
295223, 342545
311510, 355589
320653, 365238
330341, 378975
343330, 397996
355556, 410591
365194, 419718
377374, 430156
389270, 444118
398285, 454977
409688, 468611

